,kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.channelTitle,snippet.playlistId,snippet.position,snippet.resourceId.kind,snippet.resourceId.videoId,snippet.videoOwnerChannelTitle,snippet.videoOwnerChannelId,publish_date,viewcount_jamescharles
190,youtube#playlistItem,QI9o32RxzUs8K8sk1ycahVmG2yg,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLjZNUWZranBzcnp3,2021-01-29T20:00:37Z,UCucot-Zp428OwkyRm2I7v2Q,I Did My Makeup Horribly To See How My FANS Would React *Prank*,"HI SISTERS! Today I decided to pull a prank on my fans and do my makeup as HORRIBLY as I possibly could to see if any Sisters would notice and be honest with me! This was sooo much fun to do, I hope you guys enjoy!!  🎥 PREVIOUS VIDEO » https://youtu.be/SMBla_7xupU 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 LET'S BE BFFS TEXT ME! » 310-905-8746 INSTAGRAM » http://instagram.com/jamescharles FACEBOOK » http://facebook.com/jcharlesbeauty TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless TIKTOK » jamescharles  💌 Business Inquiries » business@spinandco.com  💸 COUPON CODES 💸 USE CODE JAMES FOR MONEY OFF YOUR ORDER! MORPHE » http://morphebrushes.com LILLY LASHES » https://lillylashes.com/ LAURAS BOUTIQUE » http://lauras-boutique.com  🔥 MY AMAZING TEAM DIRECTOR OF CONTENT: Louis Gargiula http://instagram.com/louisgargiula EDITOR: Ryan Allen http://www.youtube.com/user/helloxryan  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,189,youtube#video,6MQfkjpsrzw,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2021-01-29,4020045
191,youtube#playlistItem,jJ6cHjn2Nt6F92HpyDwPmLG0AIM,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLlNNQmxhXzd4dXBV,2021-01-26T20:00:17Z,UCucot-Zp428OwkyRm2I7v2Q,Makeup Using ONLY My Opposite Hand Challenge! *disaster*,"HI SISTERS! In today's video, I did my full face of makeup using ONLY my non-dominant hand. To make it even harder, my team locked my good hand behind my back too... this was one of the worst makeup challenges I've ever filmed so I hope you enjoy watching me struggle!  🎥 PREVIOUS VIDEO » https://youtu.be/R81c_nrdENc 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 LET'S BE BFFS TEXT ME! » 310-905-8746 INSTAGRAM » http://instagram.com/jamescharles FACEBOOK » http://facebook.com/jcharlesbeauty TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless TIKTOK » jamescharles  💌 Business Inquiries » business@spinandco.com  💸 COUPON CODES 💸 USE CODE JAMES FOR MONEY OFF YOUR ORDER! MORPHE » http://morphebrushes.com LILLY LASHES » https://lillylashes.com/ LAURAS BOUTIQUE » http://lauras-boutique.com  🔥 MY AMAZING TEAM DIRECTOR OF CONTENT: Louis Gargiula http://instagram.com/louisgargiula EDITOR: Ryan Allen http://www.youtube.com/user/helloxryan  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,190,youtube#video,SMBla_7xupU,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2021-01-26,5972981
192,youtube#playlistItem,f5nR3tJmmwLWLHFV2v1jMnB5JYA,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLlI4MWNfbnJkRU5j,2021-01-22T20:00:08Z,UCucot-Zp428OwkyRm2I7v2Q,Makeup Artist Reacts To Makeup Scenes In Movies,"HI SISTERS! Today's video is inspired by GQ where professionals react to their job being shown in movies! Since I'm a makeup artist, I reacted to makeup scenes in movies like Euphoria, The Joker, Burlesque, and more, and talk all about how accurate or fake they are! Enjoy!  🎥 PREVIOUS VIDEO » https://youtu.be/79qGYKARxAQ 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 LET'S BE BFFS TEXT ME! » 310-905-8746 INSTAGRAM » http://instagram.com/jamescharles FACEBOOK » http://facebook.com/jcharlesbeauty TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless TIKTOK » jamescharles  💌 Business Inquiries » business@spinandco.com  💸 COUPON CODES 💸 USE CODE JAMES FOR MONEY OFF YOUR ORDER! MORPHE » http://morphebrushes.com LILLY LASHES » https://lillylashes.com/ LAURAS BOUTIQUE » http://lauras-boutique.com  🔥 MY AMAZING TEAM DIRECTOR OF CONTENT: Louis Gargiula http://instagram.com/louisgargiula EDITOR: Ryan Allen http://www.youtube.com/user/helloxryan  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,191,youtube#video,R81c_nrdENc,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2021-01-22,4737517
193,youtube#playlistItem,qKBouwg6QtQ-TKDz81-38O228Gc,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLjc5cUdZS0FSeEFR,2021-01-19T20:00:03Z,UCucot-Zp428OwkyRm2I7v2Q,Driver's License - Olivia Rodrigo (Cover by James Charles),HI SISTERS! Today's video is a cover of Driver's License by the insanely talented Olivia Rodrigo. I've been obsessed with singing this song & was really nervous to upload this so I really hope you like my take on it. :)  🎶 MUSIC CREDITS Original Song by Olivia Rodrigo » https://smarturl.it/driverslicense Vocals Produced & Arranged by Anthony Gargiula » http://instagram.com/anthonygargiula Mixed & Mastered by Justin Crichfield » https://www.instagram.com/justincrichy Piano Track » https://youtu.be/HvWl7R_oSZ0   🎥 PREVIOUS VIDEO »  👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 LET'S BE BFFS TEXT ME! » 310-905-8746 INSTAGRAM » http://instagram.com/jamescharles FACEBOOK » http://facebook.com/jcharlesbeauty TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless TIKTOK » jamescharles  💌 Business Inquiries » business@spinandco.com  💸 COUPON CODES 💸 USE CODE JAMES FOR MONEY OFF YOUR ORDER! MORPHE » http://morphebrushes.com LILLY LASHES » https://lillylashes.com/ LAURAS BOUTIQUE » http://lauras-boutique.com  🔥 MY AMAZING TEAM DIRECTOR OF CONTENT: Louis Gargiula http://instagram.com/louisgargiula EDITOR: Ryan Allen http://www.youtube.com/user/helloxryan  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny,James Charles,UUucot-Zp428OwkyRm2I7v2Q,192,youtube#video,79qGYKARxAQ,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2021-01-19,14913067
194,youtube#playlistItem,7BK3_F8__2Yxmw4uE_S-8zEimh0,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLjVmbG9NTE9NUjh3,2021-01-15T20:00:41Z,UCucot-Zp428OwkyRm2I7v2Q,Full Face Using FROZEN Makeup Challenge 🥶,"HI SISTERS! In today's video, I decided to freeze every single product in my makeup routine! This makeup challenge was insanely fun to see which products still worked and which ones turned into ice cubes! Enjoy and don't forget to thumbs up and subscribe!  🎥 PREVIOUS VIDEO » https://youtu.be/WKkSXy2ivQU 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 LET'S BE BFFS TEXT ME! » 310-905-8746 INSTAGRAM » http://instagram.com/jamescharles FACEBOOK » http://facebook.com/jcharlesbeauty TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless TIKTOK » jamescharles  💌 Business Inquiries » business@spinandco.com  💸 COUPON CODES 💸 USE CODE JAMES FOR MONEY OFF YOUR ORDER! MORPHE » http://morphebrushes.com LILLY LASHES » https://lillylashes.com/ LAURAS BOUTIQUE » http://lauras-boutique.com  🔥 MY AMAZING TEAM DIRECTOR OF CONTENT: Louis Gargiula http://instagram.com/louisgargiula EDITOR: Ryan Allen http://www.youtube.com/user/helloxryan  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,193,youtube#video,5floMLOMR8w,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2021-01-15,14834665
195,youtube#playlistItem,PRRwuUZMrjwyw-KG6BjWwVK0YV4,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLldLa1NYeTJpdlFV,2021-01-12T20:00:27Z,UCucot-Zp428OwkyRm2I7v2Q,My Friends Draw My Makeup Looks!,"HI SISTERS! In today's video, I DM'd a few friends and asked them to draw me a makeup look! Millie Bobby Brown, Sienna Mae Gomez, Doja Cat, Emma Chamberlain, NikkieTutorials, Logan Paul, Valkyrae, Bella Poarch, & more all sent crazy drawings, watch and find out which ones I bring to life! Enjoy!   🎥 PREVIOUS VIDEO » https://youtu.be/qegGa6cCv-o 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos! 💌 Business Inquiries » business@spinandco.com  💞 LET'S BE BFFS TEXT ME! » 310-905-8746 INSTAGRAM » http://instagram.com/jamescharles FACEBOOK » http://facebook.com/jcharlesbeauty TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless TIKTOK » jamescharles  💸 COUPON CODES 💸 USE CODE JAMES FOR MONEY OFF YOUR ORDER! MORPHE » http://morphebrushes.com LILLY LASHES » https://lillylashes.com/ LAURAS BOUTIQUE » http://lauras-boutique.com  🔥 MY AMAZING TEAM DIRECTOR OF CONTENT: Louis Gargiula http://instagram.com/louisgargiula EDITOR: Ryan Allen http://www.youtube.com/user/helloxryan  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,194,youtube#video,WKkSXy2ivQU,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2021-01-12,19187440
196,youtube#playlistItem,mEWlO65LApsYLVMQ-tUGkFaRW7w,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLnFlZ0dhNmNDdi1v,2021-01-08T20:00:03Z,UCucot-Zp428OwkyRm2I7v2Q,I Got A PERM!,"HI SISTERS! Happy 2021, New Year new me... and apparently new hair too! I decided to give myself a perm for the first time ever and see what it would look like! Enjoy and don't forget to thumbs up and subscribe!!  ✂️RIKKE » https://www.instagram.com/rikkigash  🎥 PREVIOUS VIDEO » https://youtu.be/WbF_BQRWclM 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 LET'S BE BFFS TEXT ME! » 310-905-8746 INSTAGRAM » http://instagram.com/jamescharles FACEBOOK » http://facebook.com/jcharlesbeauty TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless TIKTOK » jamescharles  💌 Business Inquiries » business@spinandco.com  💸 COUPON CODES 💸 USE CODE JAMES FOR MONEY OFF YOUR ORDER! MORPHE » http://morphebrushes.com LILLY LASHES » https://lillylashes.com/ LAURAS BOUTIQUE » http://lauras-boutique.com  🔥 MY AMAZING TEAM DIRECTOR OF CONTENT: Louis Gargiula http://instagram.com/louisgargiula EDITOR: Ryan Allen http://www.youtube.com/user/helloxryan  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,195,youtube#video,qegGa6cCv-o,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2021-01-08,7427000
197,youtube#playlistItem,ClGzAyGsoa1DcTt15JwUWf9aQLs,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLldiRl9CUVJXY2xN,2021-01-05T20:01:30Z,UCucot-Zp428OwkyRm2I7v2Q,TikTok GuyLiner Makeup!,"HI SISTERS! Or Brothers ;) GuyLiner has been a huge trend on TikTok recently with many e-boys trying out makeup for the first time! In today's video, I teach some beginner makeup techniques to get the perfect winged liner along with some easy boy makeup tips. Enjoy!  🛒 PRODUCTS MENTIONED Tatcha Water Cream https://shop-links.co/1728593358927521321 Cerave Moisturizer https://shop-links.co/1728593401524316972 Neutrogena Oil Free Moisturizer https://shop-links.co/1728593450773799177 Cetaphil Moisturizing Lotion https://shop-links.co/1728593478478516973 Tarte Shape Tape Concealer https://shop-links.co/1728593293886697311 Maybelline Instant Age Rewind Eraser Dark Circle Treatment Concealer https://shop-links.co/1728593250524613996 Urban Decay Eyeliner Pencil https://shop-links.co/1728593686028552398 Morphe x James Charles Palette https://shop-links.co/1728593763616732024 Nyx Epic Ink Liner https://shop-links.co/1728593825823481518  🎥 PREVIOUS VIDEO » https://youtu.be/3iAtVRptmZU 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 LET'S BE BFFS TEXT ME! » 310-905-8746 INSTAGRAM » http://instagram.com/jamescharles FACEBOOK » http://facebook.com/jcharlesbeauty TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless TIKTOK » jamescharles  💌 Business Inquiries » business@spinandco.com  💸 COUPON CODES 💸 USE CODE JAMES FOR MONEY OFF YOUR ORDER! MORPHE » http://morphebrushes.com LILLY LASHES » https://lillylashes.com/ LAURAS BOUTIQUE » http://lauras-boutique.com  🔥 MY AMAZING TEAM DIRECTOR OF CONTENT: Louis Gargiula http://instagram.com/louisgargiula EDITOR: Ryan Allen http://www.youtube.com/user/helloxryan  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,196,youtube#video,WbF_BQRWclM,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2021-01-05,5340816
198,youtube#playlistItem,aKpr64xDv_g-tbW9nU_zSbrFzz0,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLjNpQXRWUnB0bVpV,2021-01-01T20:00:21Z,UCucot-Zp428OwkyRm2I7v2Q,2020 Deleted Footage & Bloopers!!,"HI SISTERS! HAPPY NEW YEAR! I'm so excited to finally move on from 2020 and start a new year together! Before the year starts though, I wanted to show you guys some behind the scenes footage and bloopers from my favorite videos this year! Enjoy!!  🎥 PREVIOUS VIDEO » https://youtu.be/ROadt_VB9EA 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 LET'S BE BFFS TEXT ME! » 310-905-8746 INSTAGRAM » http://instagram.com/jamescharles FACEBOOK » http://facebook.com/jcharlesbeauty TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless TIKTOK » jamescharles  💌 Business Inquiries » business@spinandco.com  💸 COUPON CODES 💸 USE CODE JAMES FOR MONEY OFF YOUR ORDER! MORPHE » http://morphebrushes.com LILLY LASHES » https://lillylashes.com/ LAURAS BOUTIQUE » http://lauras-boutique.com  🔥 MY AMAZING TEAM DIRECTOR OF CONTENT: Louis Gargiula http://instagram.com/louisgargiula EDITOR: Ryan Allen http://www.youtube.com/user/helloxryan  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,197,youtube#video,3iAtVRptmZU,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2021-01-01,9238823
199,youtube#playlistItem,TTcCVoQ3TyOFuEADQ37O3jiJxsg,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLlJPYWR0X1ZCOUVB,2020-12-25T20:00:03Z,UCucot-Zp428OwkyRm2I7v2Q,I Paid Off My Parent's House *EMOTIONAL*,"HI SISTERS! Merry Christmas! Today's video is very special to me. My Mom & Dad are my biggest supporters so for this Christmas, I wanted to do something special for them to say thank you. I paid off their mortgage and filmed their reaction for us and you guys to remember. This wouldn't be possible if it weren't for you, so thank you for an amazing 2020.  🎥 PREVIOUS VIDEO » https://youtu.be/Bbyftsl7Owo 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 LET'S BE BFFS TEXT ME! » 310-905-8746 INSTAGRAM » http://instagram.com/jamescharles FACEBOOK » http://facebook.com/jcharlesbeauty TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless TIKTOK » jamescharles  💌 Business Inquiries » business@spinandco.com  💸 COUPON CODES 💸 USE CODE JAMES FOR MONEY OFF YOUR ORDER! MORPHE » http://morphebrushes.com LILLY LASHES » https://lillylashes.com/ LAURAS BOUTIQUE » http://lauras-boutique.com  🔥 MY AMAZING TEAM DIRECTOR OF CONTENT: Louis Gargiula http://instagram.com/louisgargiula EDITOR: Ryan Allen http://www.youtube.com/user/helloxryan  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,198,youtube#video,ROadt_VB9EA,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2020-12-25,8688903
200,youtube#playlistItem,3HIAp5D_xIa12TtGESVgHQUtV7k,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLkJieWZ0c2w3T3dv,2020-12-22T20:01:49Z,UCucot-Zp428OwkyRm2I7v2Q,Best Friends Buy Each Other Christmas Gifts!,"HI SISTERS! Happy Holidays! Today's video is another massive collabs with my best friends, Charli & Dixie D'Amelio, Noah Beck, Larray, and Chase Hudson! We played Secret Santa and got each other super emotional gifts to celebrate an amazing year all together. We hope you enjoy and don't forget to thumbs up and subscribe!!  JAMES'S VIDEO » https://youtu.be/Bbyftsl7Owo CHARLI'S VIDEO » https://youtu.be/20WNckAJbXU DIXIE'S VIDEO » https://youtu.be/I9RC_DANDAM NOAH'S VIDEO » https://youtu.be/KLjUPvrSG_Q CHASE'S VIDEO » https://youtu.be/PIiY2z1A27A LARRAY'S VIDEO » https://youtu.be/R3JQPlYb6vg  🎥 PREVIOUS VIDEO »  👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 LET'S BE BFFS TEXT ME! » 310-905-8746 INSTAGRAM » http://instagram.com/jamescharles FACEBOOK » http://facebook.com/jcharlesbeauty TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless TIKTOK » jamescharles  💌 Business Inquiries » business@spinandco.com  💸 COUPON CODES 💸 USE CODE JAMES FOR MONEY OFF YOUR ORDER! MORPHE » http://morphebrushes.com LILLY LASHES » https://lillylashes.com/ LAURAS BOUTIQUE » http://lauras-boutique.com  🔥 MY AMAZING TEAM DIRECTOR OF CONTENT: Louis Gargiula http://instagram.com/louisgargiula EDITOR: Ryan Allen http://www.youtube.com/user/helloxryan  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny OUTRO SONG: Earcandy https://earcandy.lnk.to/christmas/",James Charles,UUucot-Zp428OwkyRm2I7v2Q,199,youtube#video,Bbyftsl7Owo,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2020-12-22,21347455
201,youtube#playlistItem,mAn_W9hWXyXjSQBAN0MLNlIQDhI,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLjRvclpla3ZqbW84,2020-12-18T20:38:25Z,UCucot-Zp428OwkyRm2I7v2Q,Playing Among Us In Real Life 2!,"HI SISTERS! I played Among Us In Real Life with Charli & Dixie D'Amelio, Noah Beck, Nas X, Vinnie Hacker, Larray, Lil Huddy, Quen Blackwell, Nailea, & Mario! Watch as we competed to see if we could figure out who the impostors were among us. Enjoy!  🎥 PREVIOUS VIDEO » https://youtu.be/sXCsiUnSLgQ 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  💞 LET'S BE BFFS TEXT ME! » 310-905-8746 INSTAGRAM » http://instagram.com/jamescharles FACEBOOK » http://facebook.com/jcharlesbeauty TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless TIKTOK » jamescharles  💌 Business Inquiries » business@spinandco.com  💸 COUPON CODES 💸 USE CODE JAMES FOR MONEY OFF YOUR ORDER! MORPHE » http://morphebrushes.com LILLY LASHES » https://lillylashes.com/ LAURAS BOUTIQUE » http://lauras-boutique.com  🔥 MY AMAZING TEAM DIRECTOR OF CONTENT: Louis Gargiula http://instagram.com/louisgargiula EDITOR: Ryan Allen http://www.youtube.com/user/helloxryan  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny INTRO ARRANGEMENT: Anthony Gargiula http://instagram.com/anthonygargiula",James Charles,UUucot-Zp428OwkyRm2I7v2Q,200,youtube#video,4orZekvjmo8,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2020-12-18,51336743
